epoch,train_loss,val_loss,lr,best_epoch,best_val_loss
1,0.13093666845843904,0.07191255715276514,0.0001,15,0.0689704128141914
2,0.10505629529555639,0.06984442179756505,0.0001,15,0.0689704128141914
3,0.09504977897519157,0.07024494452135903,0.0001,15,0.0689704128141914
4,0.08877966780038107,0.06920240739626544,0.0001,15,0.0689704128141914
5,0.08390994362887882,0.06913856390331473,0.0001,15,0.0689704128141914
6,0.07935003836949667,0.06952229621154922,0.0001,15,0.0689704128141914
7,0.07575773568380446,0.06935699789651803,0.0001,15,0.0689704128141914
8,0.07287064882970992,0.06918059289455414,0.0001,15,0.0689704128141914
9,0.06972941216968355,0.06950511144740242,0.0001,15,0.0689704128141914
10,0.06800153528650602,0.06920331636709827,0.0001,15,0.0689704128141914
11,0.06574616928895315,0.06928451838237899,0.0001,15,0.0689704128141914
12,0.06446639366802714,0.06920639824654375,6e-05,15,0.0689704128141914
13,0.06344526449129695,0.06950217299163342,6e-05,15,0.0689704128141914
14,0.06273079975729896,0.06936579463737351,6e-05,15,0.0689704128141914
15,0.061720715711514156,0.0689704128141914,6e-05,15,0.0689704128141914
16,0.060892080515623094,0.06924825773707458,6e-05,15,0.0689704128141914
17,0.060457923511664076,0.06929550373128482,6e-05,15,0.0689704128141914
18,0.05983043380436443,0.06928017469389099,6e-05,15,0.0689704128141914
19,0.05941755459422157,0.0692168724324022,6e-05,15,0.0689704128141914
20,0.05902974683614004,0.06911862348871571,6e-05,15,0.0689704128141914
21,0.05849789395218804,0.06927172839641571,6e-05,15,0.0689704128141914
22,0.058276117344697315,0.06925845944455691,3.6e-05,15,0.0689704128141914
23,0.05808928672756467,0.0693342901234116,3.6e-05,15,0.0689704128141914
24,0.05798887315960158,0.06933068111538887,3.6e-05,15,0.0689704128141914
25,0.05772917653833117,0.06932165979274682,3.6e-05,15,0.0689704128141914
26,0.05765932503910292,0.0693470590880939,3.6e-05,15,0.0689704128141914
27,0.057531509548425674,0.06929746057306017,3.6e-05,15,0.0689704128141914
28,0.05734562607748168,0.06941537771906171,2.16e-05,15,0.0689704128141914
29,0.057311273650044486,0.06929036974906921,2.16e-05,15,0.0689704128141914
30,0.05728109503785769,0.06929481934223856,2.16e-05,15,0.0689704128141914
31,0.0572706520202614,0.06925807041781289,2.16e-05,15,0.0689704128141914
32,0.05714888863620304,0.06919582188129425,2.16e-05,15,0.0689704128141914
33,0.05699662903235072,0.06937683107597488,2.16e-05,15,0.0689704128141914
34,0.05704740651306652,0.06932958641222545,1.296e-05,15,0.0689704128141914
35,0.05703439201627459,0.06952719363783087,1.296e-05,15,0.0689704128141914
36,0.05696422713143485,0.0694401463759797,1.296e-05,15,0.0689704128141914
