epoch,train_loss,val_loss,lr,best_epoch,best_val_loss
1,0.10862060055136681,0.025876455164204042,0.0001,30,0.011675133175837496
2,0.07642493158578872,0.019495330362891156,0.0001,30,0.011675133175837496
3,0.06288187101483345,0.01626731245778501,0.0001,30,0.011675133175837496
4,0.05548991944640875,0.01515808212570846,0.0001,30,0.011675133175837496
5,0.04847968909889459,0.014162776215622822,0.0001,30,0.011675133175837496
6,0.04385708946734667,0.015016922261565924,0.0001,30,0.011675133175837496
7,0.03950646704062819,0.013652692936981717,0.0001,30,0.011675133175837496
8,0.03475350324064493,0.012861301540397108,0.0001,30,0.011675133175837496
9,0.0316309105232358,0.013163969774420062,0.0001,30,0.011675133175837496
10,0.028519725389778615,0.013149970676749945,0.0001,30,0.011675133175837496
11,0.02533968074247241,0.01283724462458243,0.0001,30,0.011675133175837496
12,0.02319764466956258,0.012026701238937676,0.0001,30,0.011675133175837496
13,0.02116045953705907,0.01191566907800734,0.0001,30,0.011675133175837496
14,0.019065136034041644,0.01203771133441478,0.0001,30,0.011675133175837496
15,0.017346393261104823,0.011862376394371191,0.0001,30,0.011675133175837496
16,0.01551841277629137,0.011885311959000925,0.0001,30,0.011675133175837496
17,0.014091759780421853,0.011780179416139921,0.0001,30,0.011675133175837496
18,0.012821806706488132,0.011774208319062987,0.0001,30,0.011675133175837496
19,0.011708679804578424,0.011729152097056309,0.0001,30,0.011675133175837496
20,0.010782135482877493,0.011749745967487494,0.0001,30,0.011675133175837496
21,0.009974390156567097,0.011729344919634363,0.0001,30,0.011675133175837496
22,0.009353955751284957,0.011732825504926344,0.0001,30,0.011675133175837496
23,0.008953325576148927,0.011708901341383656,0.0001,30,0.011675133175837496
24,0.008701017606072128,0.011715702712535858,0.0001,30,0.011675133175837496
25,0.008594496175646782,0.011697252669061223,0.0001,30,0.011675133175837496
26,0.008492675293236971,0.011690797478271028,0.0001,30,0.011675133175837496
27,0.008469785610213876,0.011687757175726196,0.0001,30,0.011675133175837496
28,0.008479271680116654,0.011727081146091223,0.0001,30,0.011675133175837496
29,0.008420425672084094,0.011697001017940542,0.0001,30,0.011675133175837496
30,0.008441845676861704,0.011675133175837496,0.0001,30,0.011675133175837496
31,0.008403180143795907,0.011684085436475774,0.0001,30,0.011675133175837496
32,0.00839534820523113,0.01176533184479922,0.0001,30,0.011675133175837496
33,0.008406911096535623,0.01169756151891003,0.0001,30,0.011675133175837496
34,0.008393229744397103,0.01169341461112102,0.0001,30,0.011675133175837496
35,0.008404908529482781,0.011720021022483706,0.0001,30,0.011675133175837496
36,0.00839329123031348,0.011728433581689993,0.0001,30,0.011675133175837496
37,0.008374239900149405,0.011700234220673641,6e-05,30,0.011675133175837496
38,0.00838976275641471,0.01168667160285016,6e-05,30,0.011675133175837496
39,0.008390130582265556,0.011701960621091226,6e-05,30,0.011675133175837496
40,0.008379702656529844,0.011691712269869944,6e-05,30,0.011675133175837496
41,0.008388886451721192,0.011687681583377222,6e-05,30,0.011675133175837496
42,0.008383672339841724,0.01168679108377546,6e-05,30,0.011675133175837496
43,0.008375889440067112,0.011692240446185073,3.6e-05,30,0.011675133175837496
44,0.008366155494004488,0.01170144424152871,3.6e-05,30,0.011675133175837496
45,0.008362004323862493,0.011685135502678653,3.6e-05,30,0.011675133175837496
46,0.008369191698729992,0.011681207184058925,3.6e-05,30,0.011675133175837496
47,0.008431144868955015,0.011679473371865848,3.6e-05,30,0.011675133175837496
48,0.008363736867904663,0.0116962999648725,3.6e-05,30,0.011675133175837496
49,0.008357231258414685,0.011693356519875428,2.16e-05,30,0.011675133175837496
50,0.00836289010476321,0.011691179281721512,2.16e-05,30,0.011675133175837496
51,0.008360741855576635,0.011682109790854156,2.16e-05,30,0.011675133175837496
