epoch,train_loss,val_loss,lr,best_epoch,best_val_loss
1,0.2221944379370387,0.11329292971640825,0.0001,13,0.10446910078947742
2,0.1858862464020892,0.10837865356976788,0.0001,13,0.10446910078947742
3,0.1767580807209015,0.11078568904971083,0.0001,13,0.10446910078947742
4,0.17067212774986174,0.11005237651988864,0.0001,13,0.10446910078947742
5,0.16396314632601855,0.10747770173475146,0.0001,13,0.10446910078947742
6,0.15937295810478488,0.10535416752099991,0.0001,13,0.10446910078947742
7,0.1578689802710603,0.10615640506148338,0.0001,13,0.10446910078947742
8,0.15400526945183918,0.10557574825361371,0.0001,13,0.10446910078947742
9,0.15182279413793145,0.10577021717714767,0.0001,13,0.10446910078947742
10,0.14849482985531412,0.1063386380362014,0.0001,13,0.10446910078947742
11,0.14753598338220178,0.10565548987748723,0.0001,13,0.10446910078947742
12,0.14479160018083526,0.10647660121321678,0.0001,13,0.10446910078947742
13,0.1438424865283617,0.10446910078947742,6e-05,13,0.10446910078947742
14,0.14209692470911073,0.10600750474259257,6e-05,13,0.10446910078947742
15,0.14082987642869715,0.106116276467219,6e-05,13,0.10446910078947742
16,0.1396353657289249,0.1053559548066308,6e-05,13,0.10446910078947742
17,0.13854413370533689,0.10601810940230887,6e-05,13,0.10446910078947742
18,0.13889773626153062,0.10528555659887691,6e-05,13,0.10446910078947742
19,0.13573181102188622,0.1052163594091932,6e-05,13,0.10446910078947742
20,0.13582295651842907,0.10653144509221117,3.6e-05,13,0.10446910078947742
21,0.13517394625559087,0.10609992135626574,3.6e-05,13,0.10446910078947742
22,0.13482078110299459,0.10606617589170735,3.6e-05,13,0.10446910078947742
23,0.1343776136636734,0.10546927099737029,3.6e-05,13,0.10446910078947742
24,0.13382462393946765,0.10532525732802848,3.6e-05,13,0.10446910078947742
25,0.1325652886454652,0.10495616161885361,3.6e-05,13,0.10446910078947742
26,0.13203957458821738,0.10508172120898962,2.16e-05,13,0.10446910078947742
27,0.13167034598385416,0.10543397208675742,2.16e-05,13,0.10446910078947742
28,0.13237156410042833,0.10551863722503185,2.16e-05,13,0.10446910078947742
29,0.13151976375318156,0.10576844362852474,2.16e-05,13,0.10446910078947742
30,0.13107167983927379,0.10485816731428106,2.16e-05,13,0.10446910078947742
31,0.13257434800630663,0.1054594658780843,2.16e-05,13,0.10446910078947742
32,0.13070771225341937,0.10550916365658243,1.296e-05,13,0.10446910078947742
33,0.1289912035189024,0.10564701600621144,1.296e-05,13,0.10446910078947742
34,0.1303345081282825,0.10541867045685649,1.296e-05,13,0.10446910078947742
